folio	line	original	recovered	confidence	candidates
f103r	5	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f103r	5	k**	kar	AMBIGUOUS	kar;kol;kal;kor;key
f103r	5	*****	daiin	AMBIGUOUS	daiin;chedy;shedy;qokal;saiin
f103r	5	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f103r	6	qot********	qotcheeaiin	AMBIGUOUS	qotcheeaiin;qotchodaiin;qoteedykeey;qotolfchedy;qoteytyqoky
f103r	6	qot***	qotedy	AMBIGUOUS	qotedy;qotchy;qotain;qoteey;qoteol
f103r	6	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f103r	6	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f103r	6	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f103r	6	qot***	qotedy	AMBIGUOUS	qotedy;qotchy;qotain;qoteey;qoteol
f103r	6	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f103r	6	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f103r	8	**************	chesokeeoteody	AMBIGUOUS	chesokeeoteody;chesokchoteody;doleesockheeod;lpcheorolpchey;oparyolpairody
f103r	9	l**	lol	AMBIGUOUS	lol;lor;ldy;lky;lkl
f103r	14	qok*	qoky	AMBIGUOUS	qoky;qokl;qoko;qokg;qokd
f103r	25	*teey	oteey	HIGH	oteey;yteey;lteey;ateey
f103v	2	cha*r	chair	HIGH	chair;chaer;chalr
f103v	2	cha*r	chair	HIGH	chair;chaer;chalr
f103v	3	qot***	qotedy	AMBIGUOUS	qotedy;qotchy;qotain;qoteey;qoteol
f103v	4	*	s	AMBIGUOUS	s;y;r;o;l
f103v	5	ol*eey	olkeey	HIGH	olkeey;oleeey;olteey;oldeey;olpeey
f103v	36	sh*y	shey	AMBIGUOUS	shey;shdy;shky;shty;shoy
f104r	3	ot*ch	otech	CERTAIN	otech
f104r	7	oka**	okain	AMBIGUOUS	okain;okair;okaly;okary;okady
f104r	8	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f104r	12	qoteod*	qoteody	HIGH	qoteody;qoteode
f104v	2	*ockhy	qockhy	HIGH	qockhy;tockhy;dockhy;sockhy
f104v	5	s*rol	sarol	HIGH	sarol;sorol;shrol
f104v	17	*r	or	AMBIGUOUS	or;ar;lr;dr;yr
f104v	23	*l	ol	AMBIGUOUS	ol;al;dl;yl;kl
f104v	37	yte*ar	ytedar	CERTAIN	ytedar
f105r	15	o*r	oar	AMBIGUOUS	oar;olr;oir;oor;odr
f105r	26	r*al	rkal	CERTAIN	rkal
f105r	31	a*	ar	AMBIGUOUS	ar;al;am;an;as
f105v	32	qoeedeod*	qoeedeody	CERTAIN	qoeedeody
f106v	30	o**ysarx	oinysarx	CERTAIN	oinysarx
f106v	32	pche*dy	pcheody	HIGH	pcheody;pcheedy;pcheady
f111r	16	sheota**	sheotain	CERTAIN	sheotain
f111r	18	lch**	lchey	AMBIGUOUS	lchey;lchdy;lchal;lchor;lched
f111r	21	a**	ain	AMBIGUOUS	ain;air;aly;ary;aim
f111r	50	k*l	kol	HIGH	kol;kal
f111r	51	*ain	dain	AMBIGUOUS	dain;sain;kain;rain;tain
f111v	5	qok*d	qoked	HIGH	qoked;qokod;qokyd;qokad
f111v	15	l*s	los	HIGH	los;lls;les;las
f111v	18	sh*ey	sheey	HIGH	sheey;shtey;shkey;shoey
f111v	26	pola*ar	polarar	HIGH	polarar;polanar
f111v	32	chara*	charam	HIGH	charam;charan
f111v	33	*oair	qoair	HIGH	qoair;koair;doair;toair
f111v	44	chee*l	cheeol	HIGH	cheeol;cheeal;cheeyl
f112r	1	*lly	ally	CERTAIN	ally
f112r	11	choty*	chotyr	CERTAIN	chotyr
f112r	16	she*dy	sheedy	HIGH	sheedy;sheody;sheady
f112r	16	she*dy	sheedy	HIGH	sheedy;sheody;sheady
f112r	16	she*dy	sheedy	HIGH	sheedy;sheody;sheady
f112r	45	oi*n	oiin	CERTAIN	oiin
f112r	45	***yky	cheyky	HIGH	cheyky;sheyky;dchyky;kolyky;tchyky
f112r	45	***yky	cheyky	HIGH	cheyky;sheyky;dchyky;kolyky;tchyky
f112v	7	oe*saiin	oeesaiin	HIGH	oeesaiin;oeisaiin
f112v	9	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f112v	9	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f112v	36	tched*	tchedy	HIGH	tchedy;tchede
f112v	41	ykeeda*	ykeedal	HIGH	ykeedal;ykeedar;ykeedan
f112v	43	oo*ar	ookar	CERTAIN	ookar
f112v	47	*ltar	oltar	CERTAIN	oltar
f113r	1	pches*chy	pchesfchy	HIGH	pchesfchy;pcheskchy
f113r	14	qokcheo*y	qokcheody	CERTAIN	qokcheody
f113r	16	pche*or	pcheoor	HIGH	pcheoor;pcheyor
f113r	19	y*al	ytal	AMBIGUOUS	ytal;ykal;ydal;ypal;yfal
f113r	19	y*al	ytal	AMBIGUOUS	ytal;ykal;ydal;ypal;yfal
f113r	31	*ky	oky	AMBIGUOUS	oky;lky;yky;aky;sky
f113r	50	oteee*y	oteeedy	CERTAIN	oteeedy
f113v	6	cheoda*	cheodal	HIGH	cheodal;cheodar;cheodam
f113v	15	*ar	dar	AMBIGUOUS	dar;sar;kar;tar;rar
f113v	15	*ar	dar	AMBIGUOUS	dar;sar;kar;tar;rar
f113v	15	*ar	dar	AMBIGUOUS	dar;sar;kar;tar;rar
f114r	1	o*aiin	okaiin	AMBIGUOUS	okaiin;otaiin;odaiin;olaiin;oraiin
f114r	11	d**chy	dytchy	AMBIGUOUS	dytchy;dorchy;dykchy;dalchy;dchchy
f114r	39	oeda*	oedal	CERTAIN	oedal
f114v	11	otam*	otamy	CERTAIN	otamy
f114v	18	qoto*	qotol	AMBIGUOUS	qotol;qotor;qotod;qotoy;qotom
f114v	19	osh*o	osheo	CERTAIN	osheo
f114v	41	o**y	okey	AMBIGUOUS	okey;otey;oldy;olky;ochy
f115v	41	qo*chyr	qopchyr	CERTAIN	qopchyr
f115v	42	l*l	lol	HIGH	lol;lkl;lal;lgl
f116r	1	q*teey	qoteey	CERTAIN	qoteey
f116r	1	***eey	qokeey	AMBIGUOUS	qokeey;olkeey;qoteey;ycheey;okeeey
f116r	10	chd*iin	chdaiin	CERTAIN	chdaiin
f116r	12	qo**o	qokeo	AMBIGUOUS	qokeo;qoteo;qoeeo;qocho;qooto
f116r	12	ota*	otal	AMBIGUOUS	otal;otar;otam;otan;otas
f116r	28	she*l	sheol	HIGH	sheol;sheal;shedl;shenl
f116r	43	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f116r	43	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f116r	44	sh***	shedy	AMBIGUOUS	shedy;sheey;sheol;shody;sheor
f116r	44	sh**y	shedy	AMBIGUOUS	shedy;sheey;shody;sheky;shety
