folio	line	original	recovered	confidence	candidates
f67r2	3	air**	airam	AMBIGUOUS	airam;airal;airar;airod;airol
f67r2	3	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f67r2	3	chea*	chear	AMBIGUOUS	chear;cheal;cheam;chean;cheas
f67v2	1	otarara**	otararain	CERTAIN	otararain
f67v2	2a	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f67v2	2b	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f67v2	3b	so*ain	sorain	HIGH	sorain;solain;sotain
f67v2	4a	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f67v2	4b	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f67v2	5	o*eeey	okeeey	HIGH	okeeey;oteeey;oleeey;odeeey;oreeey
f67v2	5	*ekeedy	oekeedy	CERTAIN	oekeedy
f67v1	1	d**	dar	AMBIGUOUS	dar;dal;dol;dam;dor
f67v1	4	ch*o	cheo	AMBIGUOUS	cheo;chso;chko;chdo;choo
f67v1	13	*eoky	keoky	CERTAIN	keoky
f68r2	1	o*cthy	oacthy	CERTAIN	oacthy
f68r2	1	qo*ol	qokol	AMBIGUOUS	qokol;qotol;qopol;qoeol;qofol
f68r2	1	qo*ol	qokol	AMBIGUOUS	qokol;qotol;qopol;qoeol;qofol
f68r2	1	*cheo	ycheo	AMBIGUOUS	ycheo;tcheo;dcheo;kcheo;lcheo
f68r2	1	qo*ol	qokol	AMBIGUOUS	qokol;qotol;qopol;qoeol;qofol
f68r2	9	oteo*l	oteoal	HIGH	oteoal;oteodl;oteool
f68r2	9	oteo*l	oteoal	HIGH	oteoal;oteodl;oteool
f68r2	1	*key	okey	AMBIGUOUS	okey;ykey;lkey;akey;skey
f68r2	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f68r2	1	o**	oty	AMBIGUOUS	oty;oky;oly;ody;ory
f68r2	1	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f68r2	1	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f68r3	1	qochecth*m	qochectham	CERTAIN	qochectham
f68r3	1	o*eed	oteed	HIGH	oteed;okeed;oleed;oeeed;oreed
f68r3	1	*	s	AMBIGUOUS	s;y;r;o;l
f68r3	1	ot**	otal	AMBIGUOUS	otal;otar;otol;otey;otam
f68r3	1	*s	os	AMBIGUOUS	os;ls;as;ds;es
f68r3	1	dalees*	daleesd	CERTAIN	daleesd
f68r3	1	ok****ir	okinaiir	CERTAIN	okinaiir
f68r3	4	*	s	AMBIGUOUS	s;y;r;o;l
f68r3	6	dchokch*	dchokchy	HIGH	dchokchy;dchokchr
f68r3	6	*chy	dchy	AMBIGUOUS	dchy;kchy;tchy;lchy;ochy
f68r3	7	p**dy	pchdy	HIGH	pchdy;poldy;pshdy;pardy;peedy
f68v3	0	ch*dy	chedy	AMBIGUOUS	chedy;chody;chsdy;chady;chydy
f68v3	2	*	s	AMBIGUOUS	s;y;r;o;l
f68v3	2	*am	dam	AMBIGUOUS	dam;ram;sam;kam;tam
f68v3	3	*ch**	lchey	AMBIGUOUS	lchey;dchor;dchol;kchdy;tchey
f68v3	1	ot*osal	oteosal	CERTAIN	oteosal
f68v3	1	o*shy	okshy	AMBIGUOUS	okshy;otshy;olshy;orshy;oyshy
f68v3	1	ych*o	ycheo	CERTAIN	ycheo
f68v3	1	otch*	otchy	AMBIGUOUS	otchy;otcho;otchm;otchl;otchs
f68v3	1	k*y	key	CERTAIN	key
f68v3	4	oto*	otol	AMBIGUOUS	otol;otor;otos;otoy;otod
f68v3	5	*	s	AMBIGUOUS	s;y;r;o;l
f68v3	6	chod*	chody	HIGH	chody;chodr;chodo;chodl;chodi
f68v3	1	*oar	qoar	AMBIGUOUS	qoar;toar;poar;foar;soar
f68v3	1	*oar	qoar	AMBIGUOUS	qoar;toar;poar;foar;soar
f68v2	1	c*eectheey	cheectheey	CERTAIN	cheectheey
f68v2	1	chok*eey	chokeeey	CERTAIN	chokeeey
f68v1	1	***y	chey	AMBIGUOUS	chey;shey;qoky;chdy;cthy
f69r	1	ok**	okal	AMBIGUOUS	okal;okar;okol;okey;okor
f69r	3	*air	dair	AMBIGUOUS	dair;sair;kair;tair;rair
f69r	21	okecho**	okecholy	CERTAIN	okecholy
f69v	2	*okeear	qokeear	CERTAIN	qokeear
f69v	2	cheo*	cheol	AMBIGUOUS	cheol;cheor;cheos;cheom;cheod
f69v	3	*	s	AMBIGUOUS	s;y;r;o;l
f69v	3	*	s	AMBIGUOUS	s;y;r;o;l
f69v	3	**r	dar	AMBIGUOUS	dar;sar;dor;air;kar
f69v	3	*	s	AMBIGUOUS	s;y;r;o;l
f69v	3	*	s	AMBIGUOUS	s;y;r;o;l
f70r1	1	**s**	okshy	AMBIGUOUS	okshy;oksho;otshy;ytshy;chshy
f70r1	1	s**s**	shoshy	AMBIGUOUS	shoshy;shtshy;shkshy;shesed;shysho
f70r1	1	*	s	AMBIGUOUS	s;y;r;o;l
f70r1	2	*y	dy	AMBIGUOUS	dy;sy;ky;ty;ly
f70r1	2	**oky	choky	AMBIGUOUS	choky;shoky;otoky;oloky;keoky
f70r2	1	**s	ols	AMBIGUOUS	ols;chs;sos;ees;los
f70r2	1	okee*	okeey	AMBIGUOUS	okeey;okeeo;okees;okeed;okeer
f70r2	1	shed*y	shedey	CERTAIN	shedey
f70r2	1	o***	okal	AMBIGUOUS	okal;otal;otar;okar;otol
f70r2	2	cho*	chol	AMBIGUOUS	chol;chor;chos;chom;choy
f70r2	4	ykeed*	ykeedy	HIGH	ykeedy;ykeedl
f70r2	4	oto*ar	otodar	HIGH	otodar;ototar;otolar;otorar
f70r2	4	cheeo*key	cheeoekey	CERTAIN	cheeoekey
f70r2	4	*	s	AMBIGUOUS	s;y;r;o;l
f70r2	1	k*y	key	CERTAIN	key
f70r2	4	o*eey	okeey	AMBIGUOUS	okeey;oteey;oeeey;odeey;oleey
f70r2	5	cheeo*	cheeor	AMBIGUOUS	cheeor;cheeol;cheeos;cheeod;cheeoy
f70r2	6	alo*s	alols	CERTAIN	alols
f70r2	6	*	s	AMBIGUOUS	s;y;r;o;l
f70r2	10a	*okal	qokal	HIGH	qokal;sokal;yokal;dokal
f70v2	1	ola*	olar	HIGH	olar;olal;olam;olan;olas
f70v2	1	y**or	ychor	AMBIGUOUS	ychor;ykeor;yteor;yshor;yokor
f70v2	2	*dy	ody	AMBIGUOUS	ody;ldy;ydy;ddy;ady
f70v2	1	ota*	otal	AMBIGUOUS	otal;otar;otam;otan;otas
f70v2	1	otai*	otain	HIGH	otain;otair;otaim;otais;otail
f70v1	1	oa***	oaiin	AMBIGUOUS	oaiin;oaiir;oaram;oarar;oaral
f70v1	1	ot**ody	oteeody	HIGH	oteeody;otchody;otalody;otarody;otorody
f70v1	2	o**ey	okeey	AMBIGUOUS	okeey;oteey;olkey;ochey;oshey
f70v1	2	*potey	opotey	CERTAIN	opotey
f71r	1	ch*	chy	AMBIGUOUS	chy;cho;chl;chs;chr
f71r	1	**o**y	otoldy	AMBIGUOUS	otoldy;choldy;chotey;sholdy;okoldy
f71r	1	o*teor	oeteor	CERTAIN	oeteor
f71r	3	ote*ol	oteeol	HIGH	oteeol;otedol;oteool
f71r	1	chek*	cheky	HIGH	cheky;chekl;cheka
f71v	1	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f71v	1	****eodal	opcheodal	HIGH	opcheodal;qokeeodal;olkeeodal
f71v	1	oshe*	oshey	HIGH	oshey;osheo;oshed
f71v	1	kee*r	keeor	HIGH	keeor;keear
f71v	8	*kar	okar	AMBIGUOUS	okar;ykar;lkar;akar;skar
f71v	1	sh*dy	shedy	AMBIGUOUS	shedy;shody;shsdy;shldy;shddy
f71v	1	ofa*fom	ofacfom	CERTAIN	ofacfom
f72r1	1	ch*****y	chckhedy	AMBIGUOUS	chckhedy;checkhey;cheockhy;chcthedy;chocthey
f72r1	1	***s	chos	AMBIGUOUS	chos;ches;shes;shos;eees
f72r1	1	ch**ltey	cheoltey	CERTAIN	cheoltey
f72r1	1	te**dy	teeedy	HIGH	teeedy;teeody
f72r1	1	qota*	qotal	AMBIGUOUS	qotal;qotar;qotam;qotas;qotan
f72r2	1	otedo*	otedol	HIGH	otedol;otedor;otedos
f72r2	1	ot**r	otair	AMBIGUOUS	otair;oteor;otear;otoar;otiir
f72r2	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r2	1	ota**	otain	AMBIGUOUS	otain;otair;otaly;otary;otald
f72r2	1	chota**	chotain	HIGH	chotain;chotair;chotals;chotais
f72r2	1	ok***y	okeedy	AMBIGUOUS	okeedy;okeody;okchey;okeeey;okchdy
f72r2	1	***eol	qokeol	AMBIGUOUS	qokeol;okeeol;ycheol;sheeol;pcheol
f72r2	1	s**r	shor	AMBIGUOUS	shor;shar;sair;sher;soar
f72r2	1	*	s	AMBIGUOUS	s;y;r;o;l
f72r2	1	shok**	shokey	AMBIGUOUS	shokey;shokar;shokal;shokol;shokyd
f72r2	1	o***	okal	AMBIGUOUS	okal;otal;otar;okar;otol
f72r2	1	*al	dal	AMBIGUOUS	dal;sal;kal;tal;ral
f72r2	1	dalchd*	dalchdy	CERTAIN	dalchdy
f72r2	1	ot***s	oteeos	AMBIGUOUS	oteeos;otchos;oteeys;otches;oteees
f72r2	1	**s	ols	AMBIGUOUS	ols;chs;sos;ees;los
f72r2	1	*y	dy	AMBIGUOUS	dy;sy;ky;ty;ly
f72r2	1	alo*	alol	AMBIGUOUS	alol;alor;alom;alod;alos
f72r2	1	okaii*	okaiin	HIGH	okaiin;okaiir;okaiis
f72r3	1	****dy	qokedy	AMBIGUOUS	qokedy;lchedy;okeedy;qotedy;oteedy
f72r3	1	okeo*ar	okeodar	HIGH	okeodar;okeosar;okeorar;okeolar
f72r3	1	ch*	chy	AMBIGUOUS	chy;cho;chl;chs;chr
f72r3	1	ok**y	okeey	AMBIGUOUS	okeey;okedy;okchy;okaly;okody
f72r3	1	che*or	cheeor	HIGH	cheeor;chedor;cheyor;chekor;cheoor
f72r3	1	a*	ar	AMBIGUOUS	ar;al;am;an;as
f72r3	1	o*eolaiin	okeolaiin	CERTAIN	okeolaiin
f72r3	1	o*or***	otorchy	AMBIGUOUS	otorchy;oporody;otorain;okorory;oforain
f72r3	1	ot***	otedy	AMBIGUOUS	otedy;oteey;otain;otchy;oteol
f72r3	1	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f72r3	1	**ar	otar	AMBIGUOUS	otar;okar;char;shar;ykar
f72r3	1	**ar	otar	AMBIGUOUS	otar;okar;char;shar;ykar
f72r3	1	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f72r3	1	**r	dar	AMBIGUOUS	dar;sar;dor;air;kar
f72r3	1	**r	dar	AMBIGUOUS	dar;sar;dor;air;kar
f72r3	1	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f72r3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	1	ch**	chol	AMBIGUOUS	chol;chey;chor;chdy;char
f72r3	1	***s	chos	AMBIGUOUS	chos;ches;shes;shos;eees
f72r3	1	o*	ol	AMBIGUOUS	ol;or;os;om;ot
f72r3	1	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f72r3	1	**ol	chol	AMBIGUOUS	chol;shol;otol;okol;keol
f72r3	1	ch*ol	cheol	AMBIGUOUS	cheol;chtol;chkol;chool;chdol
f72r3	1	sh*	sho	AMBIGUOUS	sho;shy;she;shd;sha
f72r3	1	*oraii*	soraiin	AMBIGUOUS	soraiin;poraiin;doraiin;qoraiin;koraiin
f72r3	1	o*	ol	AMBIGUOUS	ol;or;os;om;ot
f72r3	1	*o*a	qoka	HIGH	qoka;qoda;dora;yoda;qota
f72r3	1	***dy	chedy	AMBIGUOUS	chedy;shedy;otedy;okedy;chody
f72r3	1	oto*	otol	AMBIGUOUS	otol;otor;otos;otoy;otod
f72r3	1	che**y	cheody	AMBIGUOUS	cheody;cheedy;cheeky;cheoky;cheeey
f72r3	1	*air	dair	AMBIGUOUS	dair;sair;kair;tair;rair
f72r3	1	*ain	dain	AMBIGUOUS	dain;sain;kain;rain;tain
f72r3	1	*	s	AMBIGUOUS	s;y;r;o;l
f72r3	1	kea*	keam	HIGH	keam;kear;keal
f72r3	1	*ar	dar	AMBIGUOUS	dar;sar;kar;tar;rar
f72r3	1	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f72r3	1	o***	okal	AMBIGUOUS	okal;otal;otar;okar;otol
f72r3	1	ot**	otal	AMBIGUOUS	otal;otar;otol;otey;otam
f72r3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	1	ot**	otal	AMBIGUOUS	otal;otar;otol;otey;otam
f72r3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	1	o***	okal	AMBIGUOUS	okal;otal;otar;okar;otol
f72r3	1	ch***	chedy	AMBIGUOUS	chedy;cheey;cheol;cheor;chody
f72r3	1	ch*a*	chear	AMBIGUOUS	chear;cheal;chdar;chdal;chkal
f72r3	1	cheo*	cheol	AMBIGUOUS	cheol;cheor;cheos;cheom;cheod
f72r3	1	s*	sy	AMBIGUOUS	sy;sh;sa;so;sl
f72r3	1	chot*	choty	HIGH	choty;choto;chots;chote
f72r3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	1	o**	oty	AMBIGUOUS	oty;oky;oly;ody;ory
f72r3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	1	**	ol	AMBIGUOUS	ol;or;ar;dy;al
f72r3	5	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	7	of**	ofar	AMBIGUOUS	ofar;ofal;ofor;ofol;ofyl
f72r3	7	***ly	okaly	AMBIGUOUS	okaly;otaly;choly;otoly;ykaly
f72r3	8	***ral	dairal	AMBIGUOUS	dairal;okaral;otaral;sairal;araral
f72r3	10	***r*	chory	AMBIGUOUS	chory;okary;otary;shory;chary
f72r3	1	ot**y	otedy	AMBIGUOUS	otedy;oteey;otchy;otaly;otody
f72r3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	1	o**d**	otedar	AMBIGUOUS	otedar;okedar;okedal;otedal;otodar
f72r3	1	*choty	dchoty	HIGH	dchoty;kchoty
f72r3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	1	sh**do	sheedo	CERTAIN	sheedo
f72r3	1	ch***	chedy	AMBIGUOUS	chedy;cheey;cheol;cheor;chody
f72r3	1	**r	dar	AMBIGUOUS	dar;sar;dor;air;kar
f72r3	1	**d*	chdy	AMBIGUOUS	chdy;tedy;kedy;shdy;oldy
f72r3	1	***y	chey	AMBIGUOUS	chey;shey;qoky;chdy;cthy
f72r3	1	oke***	okeedy	AMBIGUOUS	okeedy;okeody;okeeey;okeeol;okeeor
f72r3	1	**n	ain	AMBIGUOUS	ain;dan;oin;kan;san
f72r3	1	ola*	olar	HIGH	olar;olal;olam;olan;olas
f72r3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72r3	1	ot**o*	otchol	AMBIGUOUS	otchol;otchor;oteeol;oteeos;otalor
f72r3	1	a**	ain	AMBIGUOUS	ain;air;aly;ary;aim
f72r3	1	*tol	otol	HIGH	otol;ytol;atol;ctol;stol
f72v3	1	*eody	keody	HIGH	keody;teody;eeody;deody
f72v3	1	okol***	okolshy	AMBIGUOUS	okolshy;okolchy;okolaig;okolair;okolarm
f72v3	1	shokche**	shokcheey	HIGH	shokcheey;shokcheor
f72v3	1	ot*****ody	oteoteeody	CERTAIN	oteoteeody
f72v3	1	**okeey	chokeey	AMBIGUOUS	chokeey;shokeey;qeokeey;ekokeey;oqokeey
f72v3	1	okol*	okoly	HIGH	okoly;okols;okolo
f72v3	1	*keed*y	okeedey	CERTAIN	okeedey
f72v3	1	ch*r	chor	HIGH	chor;char;cher;chlr
f72v3	1	da**n	daiin	AMBIGUOUS	daiin;darin;dakan;daein;daran
f72v3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72v3	1	sh*cthy	shecthy	HIGH	shecthy;shocthy
f72v3	1	okeal*	okealy	HIGH	okealy;okeals
f72v3	2	o**am	olkam	AMBIGUOUS	olkam;oldam;okeam;oaram;oltam
f72v3	8	**y	chy	AMBIGUOUS	chy;oty;shy;oky;oly
f72v3	14	deey*	deeyl	CERTAIN	deeyl
f72v3	15	cheal**	chealor	HIGH	chealor;chealol;chealdy
f72v3	1	**eody	cheody	AMBIGUOUS	cheody;sheody;okeody;oteody;ykeody
f72v3	1	ok****	okaiin	AMBIGUOUS	okaiin;okeedy;okeody;okchey;okeeey
f72v3	1	*t***	otedy	AMBIGUOUS	otedy;oteey;otain;cthol;cthey
f72v3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72v3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72v3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72v3	1	**eeody	okeeody	AMBIGUOUS	okeeody;ykeeody;oteeody;cheeody;yteeody
f72v3	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72v3	1	*t***	otedy	AMBIGUOUS	otedy;oteey;otain;cthol;cthey
f72v3	1	*	s	AMBIGUOUS	s;y;r;o;l
f72v3	11	of*l	ofal	HIGH	ofal;ofol;ofyl
f72v3	12	ot*ly	otaly	HIGH	otaly;otoly;otyly;otely
f72v2	1	cth***s	ctheees	HIGH	ctheees;cthorys;ctheyds;cthsees;cthodys
f72v2	1	otoch**	otochor	CERTAIN	otochor
f72v2	1	cth**l	ctheol	HIGH	ctheol;ctheil
f72v2	1	d****	daiin	AMBIGUOUS	daiin;dchor;dchol;daiir;dchey
f72v2	1	o*chod	otchod	HIGH	otchod;okchod;olchod;opchod
f72v2	1	*****	daiin	AMBIGUOUS	daiin;chedy;shedy;qokal;saiin
f72v2	1	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f72v2	1	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f72v2	1	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f72v2	1	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f72v2	1	****ly	qokaly	AMBIGUOUS	qokaly;qotaly;okeoly;chealy;ctholy
f72v2	1	sheeo*y	sheeody	HIGH	sheeody;sheeoly
f72v2	4	a*m	aim	HIGH	aim;alm;amm;arm;aam
f72v2	8	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72v2	9	sh***ky	sheeeky	HIGH	sheeeky;sheoeky;shoqoky;sheseky;shdalky
f72v2	11	s*	sy	AMBIGUOUS	sy;sh;sa;so;sl
f72v2	1	sheot*	sheoty	CERTAIN	sheoty
f72v2	1	sheot*	sheoty	CERTAIN	sheoty
f72v2	8	sh*s	shes	HIGH	shes;shos;shns
f72v2	1	*t****	otaiin	AMBIGUOUS	otaiin;oteedy;ytaiin;otchey;oteody
f72v1	1	sh*etey	sheetey	CERTAIN	sheetey
f72v1	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72v1	1	**lor	dalor	AMBIGUOUS	dalor;dolor;folor;polor;solor
f72v1	1	sh*key	shekey	HIGH	shekey;shokey;shckey
f72v1	1	okched**y	okchedyly	CERTAIN	okchedyly
f72v1	1	chd**	chdar	AMBIGUOUS	chdar;chdal;chdam;chdor;chdol
f72v1	1	*r	or	AMBIGUOUS	or;ar;lr;dr;yr
f72v1	1	ch*shydy	choshydy	CERTAIN	choshydy
f72v1	1	ot**	otal	AMBIGUOUS	otal;otar;otol;otey;otam
f72v1	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72v1	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72v1	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72v1	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f72v1	9	o*al	okal	AMBIGUOUS	okal;otal;odal;opal;oral
f72v1	1	oka*	okal	AMBIGUOUS	okal;okar;okam;okan;okay
f72v1	1	op**r	opair	HIGH	opair;opdar;opoar
f72v1	1	t**r	tair	HIGH	tair;teor;toar;tear;taor
f72v1	1	*	s	AMBIGUOUS	s;y;r;o;l
f73r	1	**sh*y	olshey	AMBIGUOUS	olshey;okshey;otshey;olshdy;otshdy
f73r	1	****	aiin	AMBIGUOUS	aiin;chol;chey;shey;chor
f73r	1	**ch**s	odchees	AMBIGUOUS	odchees;olcheos;opchees;orcheos;lpchees
f73r	1	ch**y	chedy	AMBIGUOUS	chedy;cheey;chody;cheky;choty
f73r	16	ykeo*	ykeol	HIGH	ykeol;ykeor;ykeos;ykeod
f73r	1	okeo*	okeol	AMBIGUOUS	okeol;okeor;okeos;okeod;okeom
f73r	1	***s	chos	AMBIGUOUS	chos;ches;shes;shos;eees
f73v	1	*d	od	AMBIGUOUS	od;ld;yd;ed;dd
f73v	1	dy*	dys	HIGH	dys;dym;dyl
f73v	6	o*als	olals	HIGH	olals;otals;okals;opals;ofals
f73v	15	ykeeo*	ykeeol	HIGH	ykeeol;ykeeor;ykeeos;ykeeod;ykeeoy
f73v	7	okeed*	okeedy	CERTAIN	okeedy
f75r	11	qoke*dy	qokeedy	HIGH	qokeedy;qokeody;qokesdy;qokehdy
f75r	16	ch*	chy	AMBIGUOUS	chy;cho;chl;chs;chr
f75r	20	*eey	keey	AMBIGUOUS	keey;teey;deey;oeey;qeey
f75r	22	*ey	key	AMBIGUOUS	key;tey;eey;dey;qey
f75r	23	*shey	lshey	AMBIGUOUS	lshey;yshey;dshey;kshey;tshey
f75r	29	*ain	dain	AMBIGUOUS	dain;sain;kain;rain;tain
f75r	31	qoke*	qokey	AMBIGUOUS	qokey;qoked;qokeo;qokes;qoker
f75r	32	*edy	tedy	AMBIGUOUS	tedy;kedy;eedy;dedy;oedy
f75r	36	qok*	qoky	AMBIGUOUS	qoky;qokl;qoko;qokg;qokd
f75r	41	*	s	AMBIGUOUS	s;y;r;o;l
f75v	10	*	s	AMBIGUOUS	s;y;r;o;l
f75v	10	*	s	AMBIGUOUS	s;y;r;o;l
f75v	21	olshe*y	olshedy	HIGH	olshedy;olsheey
f75v	28	*shey	lshey	AMBIGUOUS	lshey;yshey;dshey;kshey;tshey
f76r	1	*sy	asy	HIGH	asy;dsy;osy
f76r	28	*	s	AMBIGUOUS	s;y;r;o;l
f76r	41	c*	ch	HIGH	ch;cs;cy;co;ci
f76v	20	oiiin*	oiiiny	CERTAIN	oiiiny
f76v	23	olche*in	olcheain	CERTAIN	olcheain
f76v	27	ka*	kar	HIGH	kar;kal;kam;kan;kas
f76v	37	chee*	cheey	AMBIGUOUS	cheey;chees;cheeo;cheen;cheed
f77r	4	oto*	otol	AMBIGUOUS	otol;otor;otos;otoy;otod
f77r	25	**iiin	daiiin	AMBIGUOUS	daiiin;soiiin;qoiiin;doiiin;kaiiin
f77r	32	ee*dy	eeedy	HIGH	eeedy;eeody
f77v	5	okal*	okaly	HIGH	okaly;okalo;okald;okals;okala
f77v	36	ldche*	ldchey	CERTAIN	ldchey
f78r	26	po*ain	pokain	HIGH	pokain;porain
f78r	35	she*	shey	AMBIGUOUS	shey;sheo;shed;shes;shek
f79r	1	*chor	dchor	AMBIGUOUS	dchor;kchor;tchor;ychor;pchor
f79r	4	she**	shedy	AMBIGUOUS	shedy;sheey;sheol;sheor;sheky
f79r	12	*dain	odain	HIGH	odain;ydain;ldain;tdain
f79r	27	o*y	oty	AMBIGUOUS	oty;oky;oly;ody;ory
f79r	32	che**	chedy	AMBIGUOUS	chedy;cheey;cheol;cheor;cheky
f79r	42	oka*o	okalo	HIGH	okalo;okaro
f79v	19	yka*l	ykail	CERTAIN	ykail
f79v	26	o**y	okey	AMBIGUOUS	okey;otey;oldy;olky;ochy
f79v	26	o***	okal	AMBIGUOUS	okal;otal;otar;okar;otol
f79v	38	da*	dar	AMBIGUOUS	dar;dal;dam;dan;das
f80r	1	**ary	okary	AMBIGUOUS	okary;otary;chary;opary;orary
f80r	6	*altar	saltar	CERTAIN	saltar
f80r	26	qe*ain	qetain	CERTAIN	qetain
f80r	35	qoka*	qokal	AMBIGUOUS	qokal;qokar;qokam;qokan;qokas
f80r	35	qoka*	qokal	AMBIGUOUS	qokal;qokar;qokam;qokan;qokas
f80r	35	qoka*	qokal	AMBIGUOUS	qokal;qokar;qokam;qokan;qokas
f80r	36	che*y	chedy	AMBIGUOUS	chedy;cheey;cheky;chety;chepy
f80r	38	qot*	qoty	HIGH	qoty;qoto;qotl;qotd;qota
f80r	38	qot*	qoty	HIGH	qoty;qoto;qotl;qotd;qota
f81r	14	o*edy	otedy	HIGH	otedy;okedy;oeedy;oredy;ofedy
f81v	2	k**	kar	AMBIGUOUS	kar;kol;kal;kor;key
f81v	9	da*dy	daldy	HIGH	daldy;dardy;daidy;daedy
f81v	11	*shey	lshey	AMBIGUOUS	lshey;yshey;dshey;kshey;tshey
f81v	27	o**	oty	AMBIGUOUS	oty;oky;oly;ody;ory
f82r	24	qo*edy	qokedy	HIGH	qokedy;qotedy;qoeedy;qoredy;qopedy
f82v	10	sh*ey	sheey	HIGH	sheey;shtey;shkey;shoey
f83r	10	che*	chey	AMBIGUOUS	chey;cheo;ches;ched;chep
f83r	16	chea*ror	chealror	CERTAIN	chealror
f83r	29	k***	kedy	AMBIGUOUS	kedy;keey;kain;kchy;keol
f83r	30	saiin*	saiiny	HIGH	saiiny;saiino
f83r	32	*cheol	ycheol	AMBIGUOUS	ycheol;pcheol;dcheol;lcheol;kcheol
f83r	32	*cheol	ycheol	AMBIGUOUS	ycheol;pcheol;dcheol;lcheol;kcheol
f83r	42	*chedy	lchedy	AMBIGUOUS	lchedy;pchedy;tchedy;dchedy;kchedy
f83r	42	*chedy	lchedy	AMBIGUOUS	lchedy;pchedy;tchedy;dchedy;kchedy
f83r	43	qot*	qoty	HIGH	qoty;qoto;qotl;qotd;qota
f83v	6	**s	ols	AMBIGUOUS	ols;chs;sos;ees;los
f84r	4	o*l	odl	AMBIGUOUS	odl;oal;oll;otl;ool
f84r	10	qotch*dy	qotchedy	HIGH	qotchedy;qotchody;qotchsdy
f84r	15	*chedy	lchedy	AMBIGUOUS	lchedy;pchedy;tchedy;dchedy;kchedy
f84v	25	*	s	AMBIGUOUS	s;y;r;o;l
f84v	33	*olokeedy	tolokeedy	CERTAIN	tolokeedy
f85r2	1	lkech*	lkechy	CERTAIN	lkechy
f85r2	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f85r2	1	ot***	otedy	AMBIGUOUS	otedy;oteey;otain;otchy;oteol
f85r2	1	**cthy	chcthy	AMBIGUOUS	chcthy;shcthy;qocthy;tocthy;racthy
f85r2	1	o*aiin	okaiin	AMBIGUOUS	okaiin;otaiin;odaiin;olaiin;oraiin
f85r2	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
f85r2	1	ot**l*	oteoly	HIGH	oteoly;otaily;oteold;otdoly
f85r2	1	**r	dar	AMBIGUOUS	dar;sar;dor;air;kar
f85r2	1	*****	daiin	AMBIGUOUS	daiin;chedy;shedy;qokal;saiin
f85r2	1	******	qokedy	AMBIGUOUS	qokedy;qokeey;okaiin;qokain;otaiin
f85r2	1	*******n	chodaiin	AMBIGUOUS	chodaiin;chedaiin;shodaiin;chokaiin;shedaiin
f85r2	1	*	s	AMBIGUOUS	s;y;r;o;l
f85r2	1	***	dar	AMBIGUOUS	dar;dal;qol;chy;sho
