# Brunschwig Materials Extracted from OCR
# Total: 509

BRU-494: rag (Degree 2, WATER_STANDARD)
BRU-495: Weggraß (Degree 2, WATER_STANDARD)
BRU-496: graß (Degree 2, WATER_STANDARD)
BRU-497: Weggras (Degree 2, WATER_STANDARD)
BRU-498: ſalbey (Degree 2, WATER_STANDARD)
BRU-499: Ibinttergrüen (Degree 2, WATER_STANDARD)
BRU-500: erbeiſßz (Degree 1, WATER_GENTLE)
BRU-501: erbeiß (Degree 1, WATER_GENTLE)
BRU-502: bieren (Degree 1, WATER_GENTLE)
BRU-503: byren (Degree 2, WATER_STANDARD)
BRU-504: ſcharlach (Degree 4, PRECISION)
BRU-505: charlach (Degree 4, PRECISION)
BRU-506: milch (Degree 4, PRECISION)
BRU-507: dyß (Degree 2, WATER_STANDARD)
BRU-508: gylgen (Degree 2, WATER_STANDARD)
BRU-509: gilgeu (Degree 2, WATER_STANDARD)
