rank	token	frequency	corpus_pct	folio_count	prefix	middle	suffix	atom_gloss	e_depth	head_atom	terminal_atom	is_headless	par_initial_rate	line_initial_rate	line_final_rate	top_section	confidence	operational_def
1704	fchs	1	0.004	1	fch	s		fch:sequence	0	s	s	True	0.0	0.0	0.0	H		
1705	amg	1	0.004	1		am	g	yield.final.?	0	a	g	False	0.0	0.0	1.0	H		
1706	ykcheg	1	0.004	1	yk	e	g	yk:adjust.watch.cool.?	1	c	g	True	0.0	0.0	0.0	H		
1707	olk	1	0.004	1	ol	k		ol:heat	0	k	k	False	0.0	0.0	0.0	H		
1708	ysair	1	0.004	1	sa	i	r	[y]sa:iterate.respond	0	i	r	True	0.0	0.0	0.0	H		
1709	chct	1	0.004	1	ch	ct		ch:adjust.transfer	0	c	t	True	0.0	0.0	0.0	H		
1710	orlchey	1	0.004	1	or	lche	y	or:state.adjust.watch.cool.end	1	l	y	True	0.0	0.0	0.0	H		
1711	todaly	1	0.004	1	to	da	ly	to:do.yield.state.end	0	d	y	True	0.0	0.0	0.0	H		
1712	dardy	1	0.004	1	da	r	dy	da:respond.do.end	0	r	y	True	0.0	0.0	1.0	H		
1713	olchckhy	1	0.004	1	ol	ckh	y	ol:adjust.watch.adjust.heat.watch.end	0	c	y	True	0.0	0.0	0.0	H		
1714	chefalas	1	0.004	1	ch	efala	s	ch:cool.flag.yield.state.yield.sequence	1	e	s	False	0.0	0.0	1.0	H		
1715	kaldaiin	1	0.004	1	ka	ld	aiin	ka:state.do.yield.iterate.iterate.bind	0	l	n	True	0.0	0.0	0.0	H		
1716	cthdaly	1	0.004	1	ct	hda	ly	ct:watch.do.yield.state.end	0	h	y	True	0.0	0.0	0.0	H		
1717	ked	1	0.004	1	ke	d		ke:do	0	d	d	True	0.0	0.0	0.0	H		
1718	cheolchcthy	1	0.004	1	ch	eolchcth	y	ch:cool.arrange.state.adjust.watch.adjust.transfer.watch.end	1	e	y	False	0.0	0.0	1.0	H		
1719	kschdy	1	0.004	1	sch	dy		[k]sch:do.end	0	d	y	True	1.0	1.0	0.0	H		
1720	shdydy	1	0.004	1	sh	dy	dy	sh:do.end.do.end	0	d	y	True	0.0	0.0	0.0	H		
1721	chdalchdy	1	0.004	1	ch	dalch	dy	ch:do.yield.state.adjust.watch.do.end	0	d	y	True	0.0	0.0	0.0	H		
1722	spaiin	1	0.004	1		sp	aiin	sequence.pause.yield.iterate.iterate.bind	0	s	n	True	0.0	0.0	1.0	H		
1723	loees	1	0.004	1		loee	s	state.arrange.cool.cool.sequence	2	l	s	True	0.0	0.0	0.0	H		
1724	seor	1	0.004	1	se	or		se:arrange.respond	0	o	r	False	0.0	0.0	0.0	H		
1725	kedaiiin	1	0.004	1	ke	dai	iin	ke:do.yield.iterate.iterate.iterate.bind	0	d	n	True	0.0	0.0	0.0	H		
1726	dasam	1	0.004	1	da	s	am	da:sequence.yield.final	0	s	m	True	0.0	0.0	1.0	H		
1727	qoldar	1	0.004	1	qo	ld	ar	qo:state.do.yield.respond	0	l	r	True	0.0	0.0	0.0	H		
1728	lshaiir	1	0.004	1	lsh	aii	r	lsh:yield.iterate.iterate.respond	0	a	r	False	0.0	1.0	0.0	H		
1729	dykey	1	0.004	1	yk	e	y	[d]yk:cool.end	1	e	y	False	0.0	0.0	0.0	H		
1730	chekaly	1	0.004	1	ch	eka	ly	ch:cool.heat.yield.state.end	1	e	y	False	0.0	0.0	0.0	H		
1731	seear	1	0.004	1	se	e	ar	se:cool.yield.respond	1	e	r	False	0.0	0.0	0.0	H		
1732	ypchdaiin	1	0.004	1	pch	d	aiin	[y]pch:do.yield.iterate.iterate.bind	0	d	n	True	0.0	0.0	0.0	H		
1733	ysheos	1	0.004	1	sh	eo	s	[y]sh:cool.arrange.sequence	1	e	s	False	0.0	1.0	0.0	H		
1734	choraiin	1	0.004	1	ch	or	aiin	ch:arrange.respond.yield.iterate.iterate.bind	0	o	n	False	0.0	0.0	0.0	H		
1735	yshos	1	0.004	1	sh	o	s	[y]sh:arrange.sequence	0	o	s	False	0.0	1.0	0.0	H		
1736	okoy	1	0.004	1	ok	o	y	ok:arrange.end	0	o	y	False	0.0	0.0	0.0	H		
1737	chshd	1	0.004	1	ch	d		ch:sequence.watch.do	0	s	d	True	0.0	0.0	0.0	H		
1738	cphhofy	1	0.004	1		cphhof	y	adjust.pause.watch.watch.arrange.flag.end	0	c	y	True	0.0	0.0	0.0	H		
1739	fsey	1	0.004	1	se	y		[f]se:end	0	y	y	True	0.0	0.0	0.0	H		
1740	cheepaiin	1	0.004	1	ch	eep	aiin	ch:cool.cool.pause.yield.iterate.iterate.bind	2	e	n	False	0.0	0.0	0.0	H		
1741	koly	1	0.004	1	ko	ly		ko:state.end	0	l	y	True	0.0	0.0	0.0	H		
1742	chckshy	1	0.004	1	ch	cksh	y	ch:adjust.heat.sequence.watch.end	0	c	y	True	0.0	0.0	0.0	H		
1743	dold	1	0.004	1	do	ld		do:state.do	0	l	d	True	0.0	0.0	1.0	H		
1744	tohedy	1	0.004	1	to	he	dy	to:watch.cool.do.end	1	h	y	True	0.0	1.0	0.0	H		
1745	shckhdchy	1	0.004	1	sh	ckhdch	y	sh:adjust.heat.watch.do.adjust.watch.end	0	c	y	True	0.0	0.0	0.0	H		
1746	ordy	1	0.004	1	or	dy		or:do.end	0	d	y	True	0.0	0.0	0.0	H		
1747	okalcheg	1	0.004	1	ok	alche	g	ok:yield.state.adjust.watch.cool.?	1	a	g	False	0.0	0.0	1.0	H		
1748	dydy	1	0.004	1		dy	dy	do.end.do.end	0	d	y	True	0.0	0.0	0.0	H		
1749	opchekaiin	1	0.004	1		opchek	aiin	arrange.pause.adjust.watch.cool.heat.yield.iterate.iterate.bind	1	o	n	False	0.0	0.0	0.0	H		
1750	shockhchy	1	0.004	1	sh	ockhch	y	sh:arrange.adjust.heat.watch.adjust.watch.end	0	o	y	False	0.0	0.0	0.0	H		
1751	shdalo	1	0.004	1	sh	dalo		sh:do.yield.state.arrange	0	d	o	True	0.0	0.0	0.0	H		
1752	eeesaiin	1	0.004	1		eees	aiin	cool.cool.cool.sequence.yield.iterate.iterate.bind	3	e	n	False	0.0	0.0	1.0	H		
1753	chcfhhy	1	0.004	1	ch	cfhh	y	ch:adjust.flag.watch.watch.end	0	c	y	True	0.0	0.0	0.0	H		
1754	dairom	1	0.004	1	da	ir	om	da:iterate.respond.arrange.final	0	i	m	True	0.0	0.0	1.0	H		
1755	ykeols	1	0.004	1	yk	eol	s	yk:cool.arrange.state.sequence	1	e	s	False	0.0	0.0	0.0	H		
1756	qockhdy	1	0.004	1	qo	ckh	dy	qo:adjust.heat.watch.do.end	0	c	y	True	0.0	0.0	0.0	H		
1757	syky	1	0.004	1	yk	y		[s]yk:end	0	y	y	True	0.0	0.0	1.0	H		
1758	qokaldar	1	0.004	1	qo	kald	ar	qo:heat.yield.state.do.yield.respond	0	k	r	False	0.0	0.0	0.0	H		
1759	tolchdaiin	1	0.004	1	to	lchd	aiin	to:state.adjust.watch.do.yield.iterate.iterate.bind	0	l	n	True	0.0	1.0	0.0	H		
1760	sheolkedy	1	0.004	1	sh	eolke	dy	sh:cool.arrange.state.heat.cool.do.end	1	e	y	False	0.0	0.0	0.0	H		
1761	chekl	1	0.004	1	ch	ek	l	ch:cool.heat.state	1	e	l	False	0.0	0.0	0.0	H		
1762	dld	1	0.004	1		dld		do.state.do	0	d	d	True	0.0	0.0	0.0	H		
1763	ador	1	0.004	1		ad	or	yield.do.arrange.respond	0	a	r	False	0.0	0.0	0.0	H		
1764	ofcheefar	1	0.004	1		ofcheef	ar	arrange.flag.adjust.watch.cool.cool.flag.yield.respond	2	o	r	False	0.0	0.0	1.0	H		
1765	ykdy	1	0.004	1	yk	dy		yk:do.end	0	d	y	True	0.0	0.0	1.0	H		
1766	pdair	1	0.004	1	da	i	r	[p]da:iterate.respond	0	i	r	True	1.0	1.0	0.0	H		
1767	fdykain	1	0.004	1		fdyk	ain	flag.do.end.heat.yield.iterate.bind	0	f	n	True	0.0	0.0	0.0	H		
1768	sheykaiiin	1	0.004	1	sh	eykai	iin	sh:cool.end.heat.yield.iterate.iterate.iterate.bind	1	e	n	False	0.0	0.0	0.0	H		
1769	oshdy	1	0.004	1		osh	dy	arrange.sequence.watch.do.end	0	o	y	False	0.0	0.0	1.0	H		
1770	okaiifchody	1	0.004	1	ok	aiifcho	dy	ok:yield.iterate.iterate.flag.adjust.watch.arrange.do.end	0	a	y	False	0.0	0.0	0.0	H		
1771	ytodaiin	1	0.004	1	to	d	aiin	[y]to:do.yield.iterate.iterate.bind	0	d	n	True	0.0	0.0	0.0	H		
1772	ytedykor	1	0.004	1	te	dyk	or	[y]te:do.end.heat.arrange.respond	0	d	r	True	0.0	1.0	0.0	H		
1773	ckhol	1	0.004	1		ckh	ol	adjust.heat.watch.arrange.state	0	c	l	True	0.0	0.0	0.0	H		
1774	shorqoy	1	0.004	1	sh	orqo	y	sh:arrange.respond.?.arrange.end	0	o	y	False	0.0	0.0	0.0	H		
1775	ckhcfhhy	1	0.004	1		ckhcfhh	y	adjust.heat.watch.adjust.flag.watch.watch.end	0	c	y	True	0.0	0.0	0.0	H		
1776	pardy	1	0.004	1	ar	dy		[p]ar:do.end	0	d	y	True	1.0	1.0	0.0	H		
1777	oraly	1	0.004	1	or	a	ly	or:yield.state.end	0	a	y	False	0.0	0.0	0.0	H		
1778	oekar	1	0.004	1		oek	ar	arrange.cool.heat.yield.respond	1	o	r	False	0.0	1.0	0.0	H		
1779	ydam	1	0.004	1	da	m		[y]da:final	0	m	m	True	0.0	0.0	0.0	H		
1780	kshy	1	0.004	1	sh	y		[k]sh:end	0	y	y	True	0.0	0.0	0.0	H		
1781	olchef	1	0.004	1	ol	ef		ol:adjust.watch.cool.flag	1	c	f	True	0.0	0.0	1.0	H		
1782	daiiiny	1	0.004	1	da	iiin	y	da:iterate.iterate.iterate.bind.end	0	i	y	True	0.0	0.0	1.0	H		
1783	cholody	1	0.004	1	ch	olo	dy	ch:arrange.state.arrange.do.end	0	o	y	False	0.0	0.0	1.0	H		
1784	aldydy	1	0.004	1	al	dy	dy	al:do.end.do.end	0	d	y	True	0.0	0.0	0.0	H		
1785	ordaiin	1	0.004	1	or	d	aiin	or:do.yield.iterate.iterate.bind	0	d	n	True	0.0	0.0	1.0	H		
1786	okos	1	0.004	1	ok	o	s	ok:arrange.sequence	0	o	s	False	0.0	0.0	0.0	H		
1787	aralos	1	0.004	1	ar	alo	s	ar:yield.state.arrange.sequence	0	a	s	False	0.0	0.0	1.0	H		
1788	okolchy	1	0.004	1	ok	olch	y	ok:arrange.state.adjust.watch.end	0	o	y	False	0.0	0.0	0.0	H		
1789	chekody	1	0.004	1	ch	eko	dy	ch:cool.heat.arrange.do.end	1	e	y	False	0.0	0.0	0.0	H		
1790	lokar	1	0.004	1	ok	ar		[l]ok:yield.respond	0	a	r	False	0.0	1.0	0.0	H		
1791	shokor	1	0.004	1	sh	ok	or	sh:arrange.heat.arrange.respond	0	o	r	False	0.0	0.0	0.0	H		
1792	ksheo	1	0.004	1	sh	eo		[k]sh:cool.arrange	1	e	o	False	1.0	1.0	0.0	H		
1793	cfhdy	1	0.004	1		cfh	dy	adjust.flag.watch.do.end	0	c	y	True	0.0	0.0	0.0	H		
1794	chefal	1	0.004	1	ch	ef	al	ch:cool.flag.yield.state	1	e	l	False	0.0	0.0	0.0	H		
1795	toar	1	0.004	1	to	ar		to:yield.respond	0	a	r	False	0.0	1.0	0.0	H		
1796	chefaiin	1	0.004	1	ch	ef	aiin	ch:cool.flag.yield.iterate.iterate.bind	1	e	n	False	0.0	0.0	0.0	H		
1797	todar	1	0.004	1	to	d	ar	to:do.yield.respond	0	d	r	True	0.0	1.0	0.0	H		
1798	solaiin	1	0.004	1	so	l	aiin	so:state.yield.iterate.iterate.bind	0	l	n	True	0.0	1.0	0.0	H		
1799	qoeed	1	0.004	1	qo	eed		qo:cool.cool.do	2	e	d	False	0.0	1.0	0.0	H		
1800	tchkaiin	1	0.004	1	tch	k	aiin	tch:heat.yield.iterate.iterate.bind	0	k	n	False	0.0	1.0	0.0	H		
1801	ycheekeey	1	0.004	1	ch	eekee	y	[y]ch:cool.cool.heat.cool.cool.end	2	e	y	False	0.0	1.0	0.0	H		
1802	toees	1	0.004	1	to	ee	s	to:cool.cool.sequence	2	e	s	False	1.0	1.0	0.0	H		
1803	chefain	1	0.004	1	ch	ef	ain	ch:cool.flag.yield.iterate.bind	1	e	n	False	0.0	0.0	1.0	H		
1804	faimy	1	0.004	1		faim	y	flag.yield.iterate.final.end	0	f	y	True	0.0	0.0	1.0	H		
1805	tochey	1	0.004	1	to	e	y	to:adjust.watch.cool.end	1	c	y	True	0.0	1.0	0.0	H		
1806	ofair	1	0.004	1		ofai	r	arrange.flag.yield.iterate.respond	0	o	r	False	0.0	0.0	0.0	H		
1807	kedaleey	1	0.004	1	ke	dalee	y	ke:do.yield.state.cool.cool.end	2	d	y	True	0.0	0.0	0.0	H		
1808	shekchey	1	0.004	1	sh	ekche	y	sh:cool.heat.adjust.watch.cool.end	1	e	y	False	0.0	0.0	0.0	H		
1809	opshes	1	0.004	1		opshe	s	arrange.pause.sequence.watch.cool.sequence	1	o	s	False	0.0	0.0	0.0	H		
1810	ypchd	1	0.004	1	pch	d		[y]pch:do	0	d	d	True	0.0	0.0	0.0	H		
